"","X","Unit","Date","ID","Year","Month","Individual","INJ","TA","takeover.date","time.since.takeover","Sex","DOB","Age","AgeCat","T.State.Date","T.State","I.State.Date","I.State","to_yn","next.takeover","time.to.takeover"
"5608","5801","V","2012-10-01","VIE","2012","10","Vienna",0,"FALSE","4/1/11"," 78.428571","FALSE","2007-03-11"," 5.556772","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",195.571428571429
"5609","5807","V","2012-11-01","VIE","2012","11","Vienna",0,"FALSE","4/1/11"," 82.857143","FALSE","2007-03-11"," 5.641587","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",191.142857142857
"5610","5818","V","2012-12-01","VIE","2012","12","Vienna",0,"FALSE","4/1/11"," 87.142857","FALSE","2007-03-11"," 5.723666","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",186.857142857143
"5611","5819","V","2013-01-01","VIE","2013"," 1","Vienna",0,"FALSE","4/1/11"," 91.571429","FALSE","2007-03-11"," 5.808482","A",NA,NA,"7/3/11","Cycling","N","2016-07-01",182.428571428571
"5612","5834","V","2013-02-01","VIE","2013"," 2","Vienna",0,"FALSE","4/1/11"," 96.000000","FALSE","2007-03-11"," 5.893297","A",NA,NA,"1/13/13","Pregnant","N","2016-07-01",178
"5613","5840","V","2013-03-01","VIE","2013"," 3","Vienna",0,"FALSE","4/1/11","100.000000","FALSE","2007-03-11"," 5.969904","A",NA,NA,"1/13/13","Pregnant","N","2016-07-01",174
"5614","5846","V","2013-04-01","VIE","2013"," 4","Vienna",0,"FALSE","4/1/11","104.428571","FALSE","2007-03-11"," 6.054720","A",NA,NA,"1/13/13","Pregnant","N","2016-07-01",169.571428571429
"5615","5856","V","2013-05-01","VIE","2013"," 5","Vienna",0,"FALSE","4/1/11","108.714286","FALSE","2007-03-11"," 6.136799","A",NA,NA,"1/13/13","Pregnant","N","2016-07-01",165.285714285714
"5616","5863","V","2013-06-01","VIE","2013"," 6","Vienna",0,"FALSE","4/1/11","113.142857","FALSE","2007-03-11"," 6.221614","A",NA,NA,"1/13/13","Pregnant","N","2016-07-01",160.857142857143
"5617","5870","V","2013-07-01","VIE","2013"," 7","Vienna",0,"FALSE","4/1/11","117.428571","FALSE","2007-03-11"," 6.303694","A",NA,NA,"1/13/13","Pregnant","N","2016-07-01",156.571428571429
"5618","5874","V","2013-08-01","VIE","2013"," 8","Vienna",0,"FALSE","4/1/11","121.857143","FALSE","2007-03-11"," 6.388509","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",152.142857142857
"5619","5885","V","2013-09-01","VIE","2013"," 9","Vienna",0,"FALSE","4/1/11","126.285714","FALSE","2007-03-11"," 6.473324","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",147.714285714286
"5620","5892","V","2013-10-01","VIE","2013","10","Vienna",0,"FALSE","4/1/11","130.571429","FALSE","2007-03-11"," 6.555404","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",143.428571428571
"5621","5893","V","2013-11-01","VIE","2013","11","Vienna",0,"FALSE","4/1/11","135.000000","FALSE","2007-03-11"," 6.640219","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",139
"5622","5904","V","2013-12-01","VIE","2013","12","Vienna",0,"FALSE","4/1/11","139.285714","FALSE","2007-03-11"," 6.722298","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",134.714285714286
"5623","5907","V","2014-01-01","VIE","2014"," 1","Vienna",0,"FALSE","4/1/11","143.714286","FALSE","2007-03-11"," 6.807114","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",130.285714285714
"5624","5914","V","2014-02-01","VIE","2014"," 2","Vienna",0,"FALSE","4/1/11","148.142857","FALSE","2007-03-11"," 6.891929","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",125.857142857143
"5625","5926","V","2014-03-01","VIE","2014"," 3","Vienna",0,"FALSE","4/1/11","152.142857","FALSE","2007-03-11"," 6.968536","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",121.857142857143
"5626","5931","V","2014-04-01","VIE","2014"," 4","Vienna",0,"FALSE","4/1/11","156.571429","FALSE","2007-03-11"," 7.053352","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",117.428571428571
"5627","5938","V","2014-05-01","VIE","2014"," 5","Vienna",0,"FALSE","4/1/11","160.857143","FALSE","2007-03-11"," 7.135431","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",113.142857142857
"5628","5950","V","2014-07-01","VIE","2014"," 7","Vienna",0,"FALSE","4/1/11","169.571429","FALSE","2007-03-11"," 7.302326","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",104.428571428571
"5629","5960","V","2014-08-01","VIE","2014"," 8","Vienna",0,"FALSE","4/1/11","174.000000","FALSE","2007-03-11"," 7.387141","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",100
"5630","5969","V","2014-09-01","VIE","2014"," 9","Vienna",0,"FALSE","4/1/11","178.428571","FALSE","2007-03-11"," 7.471956","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",95.5714285714286
"5631","5974","V","2014-10-01","VIE","2014","10","Vienna",0,"FALSE","4/1/11","182.714286","FALSE","2007-03-11"," 7.554036","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",91.2857142857143
"5632","5983","V","2014-11-01","VIE","2014","11","Vienna",0,"FALSE","4/1/11","187.142857","FALSE","2007-03-11"," 7.638851","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",86.8571428571429
"5633","5985","V","2014-12-01","VIE","2014","12","Vienna",0,"FALSE","4/1/11","191.428571","FALSE","2007-03-11"," 7.720930","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",82.5714285714286
"5634","5997","V","2015-01-01","VIE","2015"," 1","Vienna",0,"FALSE","4/1/11","195.857143","FALSE","2007-03-11"," 7.805746","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",78.1428571428571
"5635","6000","V","2015-02-01","VIE","2015"," 2","Vienna",0,"FALSE","4/1/11","200.285714","FALSE","2007-03-11"," 7.890561","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",73.7142857142857
"5636","6006","V","2015-03-01","VIE","2015"," 3","Vienna",0,"FALSE","4/1/11","204.285714","FALSE","2007-03-11"," 7.967168","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",69.7142857142857
"5637","6016","V","2015-04-01","VIE","2015"," 4","Vienna",0,"FALSE","4/1/11","208.714286","FALSE","2007-03-11"," 8.051984","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",65.2857142857143
"5638","6025","V","2015-05-01","VIE","2015"," 5","Vienna",0,"FALSE","4/1/11","213.000000","FALSE","2007-03-11"," 8.134063","A",NA,NA,"7/15/13","Lactating","N","2016-07-01",61
"5639","6026","V","2015-06-01","VIE","2015"," 6","Vienna",0,"FALSE","4/1/11","217.428571","FALSE","2007-03-11"," 8.218878","A",NA,NA,"5/18/15","Cycling","N","2016-07-01",56.5714285714286
"5640","6033","V","2015-07-01","VIE","2015"," 7","Vienna",0,"FALSE","4/1/11","221.714286","FALSE","2007-03-11"," 8.300958","A",NA,NA,"5/18/15","Cycling","N","2016-07-01",52.2857142857143
"5641","6044","V","2015-08-01","VIE","2015"," 8","Vienna",0,"FALSE","4/1/11","226.142857","FALSE","2007-03-11"," 8.385773","A",NA,NA,"5/18/15","Cycling","N","2016-07-01",47.8571428571429
"5642","6047","V","2015-09-01","VIE","2015"," 9","Vienna",0,"FALSE","4/1/11","230.571429","FALSE","2007-03-11"," 8.470588","A",NA,NA,"5/18/15","Cycling","N","2016-07-01",43.4285714285714
"5643","6057","V","2015-10-01","VIE","2015","10","Vienna",0,"FALSE","4/1/11","234.857143","FALSE","2007-03-11"," 8.552668","A",NA,NA,"5/18/15","Cycling","N","2016-07-01",39.1428571428571
"5644","6066","V","2015-11-01","VIE","2015","11","Vienna",0,"FALSE","4/1/11","239.285714","FALSE","2007-03-11"," 8.637483","A",NA,NA,"5/18/15","Cycling","N","2016-07-01",34.7142857142857
"5645","6072","V","2015-12-01","VIE","2015","12","Vienna",0,"FALSE","4/1/11","243.571429","FALSE","2007-03-11"," 8.719562","A",NA,NA,"5/18/15","Cycling","N","2016-07-01",30.4285714285714
"5648","6101","V","2016-04-01","VIE","2016"," 4","Vienna",0,"FALSE","4/1/11","261.000000","FALSE","2007-03-11"," 9.053352","A",NA,NA,"3/10/16","Pregnant","N","2016-07-01",13
"5649","6105","V","2016-05-01","VIE","2016"," 5","Vienna",0,"FALSE","4/1/11","265.285714","FALSE","2007-03-11"," 9.135431","A",NA,NA,"3/10/16","Pregnant","N","2016-07-01",8.71428571428571
"5650","6114","V","2016-06-01","VIE","2016"," 6","Vienna",0,"FALSE","4/1/11","269.714286","FALSE","2007-03-11"," 9.220246","A",NA,NA,"3/10/16","Pregnant","N","2016-07-01",4.28571428571429
"5651","6118","V","2016-07-01","VIE","2016"," 7","Vienna",0,"FALSE","4/1/11","274.000000","FALSE","2007-03-11"," 9.302326","A",NA,NA,"3/10/16","Pregnant","N","2016-07-01",0
"5652","6185","V","2017-06-01","VIE","2017"," 6","Vienna",0,"FALSE","7/1/16"," 47.857143","FALSE","2007-03-11","10.218878","A","3/10/16","Pregnant","5/27/17","Cycling","N",NA,NA
"5653","6195","V","2017-07-01","VIE","2017"," 7","Vienna",0,"FALSE","7/1/16"," 52.142857","FALSE","2007-03-11","10.300958","A","3/10/16","Pregnant","5/27/17","Cycling","N",NA,NA
"5654","6200","V","2017-08-01","VIE","2017"," 8","Vienna",0,"FALSE","7/1/16"," 56.571429","FALSE","2007-03-11","10.385773","A","3/10/16","Pregnant","5/27/17","Cycling","N",NA,NA
"5655","6206","V","2017-09-01","VIE","2017"," 9","Vienna",0,"FALSE","7/1/16"," 61.000000","FALSE","2007-03-11","10.470588","A","3/10/16","Pregnant","5/27/17","Cycling","N",NA,NA
"5658","5682","V","2011-05-01","VIO","2011"," 5","Violet",0,"FALSE","4/1/11","  4.285714","FALSE","2005-02-14"," 6.202462","A","4/22/10","Cycling","4/22/10","Cycling","Y","2016-07-01",269.714285714286
"5659","5687","V","2011-06-01","VIO","2011"," 6","Violet",0,"FALSE","4/1/11","  8.714286","FALSE","2005-02-14"," 6.287278","A","4/22/10","Cycling","5/9/11","Pregnant","Y","2016-07-01",265.285714285714
"5660","5693","V","2011-07-01","VIO","2011"," 7","Violet",0,"FALSE","4/1/11"," 13.000000","FALSE","2005-02-14"," 6.369357","A","4/22/10","Cycling","5/9/11","Pregnant","Y","2016-07-01",261
"5661","5699","V","2011-08-01","VIO","2011"," 8","Violet",0,"FALSE","4/1/11"," 17.428571","FALSE","2005-02-14"," 6.454172","A","4/22/10","Cycling","5/9/11","Pregnant","N","2016-07-01",256.571428571429
"5662","5709","V","2011-09-01","VIO","2011"," 9","Violet",0,"FALSE","4/1/11"," 21.857143","FALSE","2005-02-14"," 6.538988","A","4/22/10","Cycling","5/9/11","Pregnant","N","2016-07-01",252.142857142857
"5663","5714","V","2011-10-01","VIO","2011","10","Violet",0,"FALSE","4/1/11"," 26.142857","FALSE","2005-02-14"," 6.621067","A","4/22/10","Cycling","5/9/11","Pregnant","N","2016-07-01",247.857142857143
"5664","5722","V","2011-11-01","VIO","2011","11","Violet",0,"FALSE","4/1/11"," 30.571429","FALSE","2005-02-14"," 6.705882","A","4/22/10","Cycling","5/9/11","Pregnant","N","2016-07-01",243.428571428571
"5665","5728","V","2011-12-01","VIO","2011","12","Violet",0,"FALSE","4/1/11"," 34.857143","FALSE","2005-02-14"," 6.787962","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",239.142857142857
"5666","5732","V","2012-01-01","VIO","2012"," 1","Violet",0,"FALSE","4/1/11"," 39.285714","FALSE","2005-02-14"," 6.872777","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",234.714285714286
"5667","5739","V","2012-02-01","VIO","2012"," 2","Violet",0,"FALSE","4/1/11"," 43.714286","FALSE","2005-02-14"," 6.957592","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",230.285714285714
"5668","5751","V","2012-03-01","VIO","2012"," 3","Violet",0,"FALSE","4/1/11"," 47.857143","FALSE","2005-02-14"," 7.036936","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",226.142857142857
"5669","5754","V","2012-04-01","VIO","2012"," 4","Violet",0,"FALSE","4/1/11"," 52.285714","FALSE","2005-02-14"," 7.121751","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",221.714285714286
"5670","5764","V","2012-05-01","VIO","2012"," 5","Violet",0,"FALSE","4/1/11"," 56.571429","FALSE","2005-02-14"," 7.203830","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",217.428571428571
"5671","5772","V","2012-06-01","VIO","2012"," 6","Violet",0,"FALSE","4/1/11"," 61.000000","FALSE","2005-02-14"," 7.288646","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",213
"5672","5780","V","2012-07-01","VIO","2012"," 7","Violet",0,"FALSE","4/1/11"," 65.285714","FALSE","2005-02-14"," 7.370725","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",208.714285714286
"5673","5793","V","2012-09-01","VIO","2012"," 9","Violet",0,"FALSE","4/1/11"," 74.142857","FALSE","2005-02-14"," 7.540356","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",199.857142857143
"5674","5800","V","2012-10-01","VIO","2012","10","Violet",0,"FALSE","4/1/11"," 78.428571","FALSE","2005-02-14"," 7.622435","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",195.571428571429
"5675","5810","V","2012-11-01","VIO","2012","11","Violet",0,"FALSE","4/1/11"," 82.857143","FALSE","2005-02-14"," 7.707250","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",191.142857142857
"5676","5814","V","2012-12-01","VIO","2012","12","Violet",0,"FALSE","4/1/11"," 87.142857","FALSE","2005-02-14"," 7.789330","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",186.857142857143
"5677","5824","V","2013-01-01","VIO","2013"," 1","Violet",0,"FALSE","4/1/11"," 91.571429","FALSE","2005-02-14"," 7.874145","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",182.428571428571
"5678","5831","V","2013-02-01","VIO","2013"," 2","Violet",0,"FALSE","4/1/11"," 96.000000","FALSE","2005-02-14"," 7.958960","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",178
"5679","5836","V","2013-03-01","VIO","2013"," 3","Violet",0,"FALSE","4/1/11","100.000000","FALSE","2005-02-14"," 8.035568","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",174
"5680","5849","V","2013-04-01","VIO","2013"," 4","Violet",0,"FALSE","4/1/11","104.428571","FALSE","2005-02-14"," 8.120383","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",169.571428571429
"5681","5851","V","2013-05-01","VIO","2013"," 5","Violet",0,"FALSE","4/1/11","108.714286","FALSE","2005-02-14"," 8.202462","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",165.285714285714
"5682","5860","V","2013-06-01","VIO","2013"," 6","Violet",0,"FALSE","4/1/11","113.142857","FALSE","2005-02-14"," 8.287278","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",160.857142857143
"5683","5866","V","2013-07-01","VIO","2013"," 7","Violet",0,"FALSE","4/1/11","117.428571","FALSE","2005-02-14"," 8.369357","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",156.571428571429
"5684","5875","V","2013-08-01","VIO","2013"," 8","Violet",0,"FALSE","4/1/11","121.857143","FALSE","2005-02-14"," 8.454172","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",152.142857142857
"5685","5883","V","2013-09-01","VIO","2013"," 9","Violet",0,"FALSE","4/1/11","126.285714","FALSE","2005-02-14"," 8.538988","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",147.714285714286
"5686","5888","V","2013-10-01","VIO","2013","10","Violet",0,"FALSE","4/1/11","130.571429","FALSE","2005-02-14"," 8.621067","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",143.428571428571
"5687","5897","V","2013-11-01","VIO","2013","11","Violet",0,"FALSE","4/1/11","135.000000","FALSE","2005-02-14"," 8.705882","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",139
"5688","5906","V","2013-12-01","VIO","2013","12","Violet",0,"FALSE","4/1/11","139.285714","FALSE","2005-02-14"," 8.787962","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",134.714285714286
"5689","5911","V","2014-01-01","VIO","2014"," 1","Violet",0,"FALSE","4/1/11","143.714286","FALSE","2005-02-14"," 8.872777","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",130.285714285714
"5690","5919","V","2014-02-01","VIO","2014"," 2","Violet",0,"FALSE","4/1/11","148.142857","FALSE","2005-02-14"," 8.957592","A","4/22/10","Cycling","11/8/11","Lactating","N","2016-07-01",125.857142857143
"5691","5928","V","2014-04-01","VIO","2014"," 4","Violet",0,"FALSE","4/1/11","156.571429","FALSE","2005-02-14"," 9.119015","A","4/22/10","Cycling","3/21/14","Pregnant","N","2016-07-01",117.428571428571
"5692","5937","V","2014-05-01","VIO","2014"," 5","Violet",0,"FALSE","4/1/11","160.857143","FALSE","2005-02-14"," 9.201094","A","4/22/10","Cycling","3/21/14","Pregnant","N","2016-07-01",113.142857142857
"5693","5944","V","2014-06-01","VIO","2014"," 6","Violet",0,"FALSE","4/1/11","165.285714","FALSE","2005-02-14"," 9.285910","A","4/22/10","Cycling","3/21/14","Pregnant","N","2016-07-01",108.714285714286
"5694","5949","V","2014-07-01","VIO","2014"," 7","Violet",0,"FALSE","4/1/11","169.571429","FALSE","2005-02-14"," 9.367989","A","4/22/10","Cycling","3/21/14","Pregnant","N","2016-07-01",104.428571428571
"5695","5957","V","2014-08-01","VIO","2014"," 8","Violet",0,"FALSE","4/1/11","174.000000","FALSE","2005-02-14"," 9.452804","A","4/22/10","Cycling","3/21/14","Pregnant","N","2016-07-01",100
"5696","5967","V","2014-09-01","VIO","2014"," 9","Violet",0,"FALSE","4/1/11","178.428571","FALSE","2005-02-14"," 9.537620","A","4/22/10","Cycling","3/21/14","Pregnant","N","2016-07-01",95.5714285714286
"5697","5975","V","2014-10-01","VIO","2014","10","Violet",0,"FALSE","4/1/11","182.714286","FALSE","2005-02-14"," 9.619699","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",91.2857142857143
"5698","5982","V","2014-11-01","VIO","2014","11","Violet",0,"FALSE","4/1/11","187.142857","FALSE","2005-02-14"," 9.704514","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",86.8571428571429
"5699","5990","V","2014-12-01","VIO","2014","12","Violet",0,"FALSE","4/1/11","191.428571","FALSE","2005-02-14"," 9.786594","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",82.5714285714286
"5700","5996","V","2015-01-01","VIO","2015"," 1","Violet",0,"FALSE","4/1/11","195.857143","FALSE","2005-02-14"," 9.871409","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",78.1428571428571
"5701","6001","V","2015-02-01","VIO","2015"," 2","Violet",0,"FALSE","4/1/11","200.285714","FALSE","2005-02-14"," 9.956224","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",73.7142857142857
"5702","6005","V","2015-03-01","VIO","2015"," 3","Violet",0,"FALSE","4/1/11","204.285714","FALSE","2005-02-14","10.032832","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",69.7142857142857
"5703","6017","V","2015-04-01","VIO","2015"," 4","Violet",0,"FALSE","4/1/11","208.714286","FALSE","2005-02-14","10.117647","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",65.2857142857143
"5704","6019","V","2015-05-01","VIO","2015"," 5","Violet",0,"FALSE","4/1/11","213.000000","FALSE","2005-02-14","10.199726","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",61
"5705","6027","V","2015-06-01","VIO","2015"," 6","Violet",0,"FALSE","4/1/11","217.428571","FALSE","2005-02-14","10.284542","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",56.5714285714286
"5706","6036","V","2015-07-01","VIO","2015"," 7","Violet",0,"FALSE","4/1/11","221.714286","FALSE","2005-02-14","10.366621","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",52.2857142857143
"5707","6045","V","2015-08-01","VIO","2015"," 8","Violet",0,"FALSE","4/1/11","226.142857","FALSE","2005-02-14","10.451436","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",47.8571428571429
"5708","6050","V","2015-09-01","VIO","2015"," 9","Violet",0,"FALSE","4/1/11","230.571429","FALSE","2005-02-14","10.536252","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",43.4285714285714
"5709","6059","V","2015-10-01","VIO","2015","10","Violet",0,"FALSE","4/1/11","234.857143","FALSE","2005-02-14","10.618331","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",39.1428571428571
"5710","6061","V","2015-11-01","VIO","2015","11","Violet",0,"FALSE","4/1/11","239.285714","FALSE","2005-02-14","10.703146","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",34.7142857142857
"5711","6070","V","2015-12-01","VIO","2015","12","Violet",0,"FALSE","4/1/11","243.571429","FALSE","2005-02-14","10.785226","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",30.4285714285714
"5712","6077","V","2016-01-01","VIO","2016"," 1","Violet",0,"FALSE","4/1/11","248.000000","FALSE","2005-02-14","10.870041","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",26
"5713","6084","V","2016-02-01","VIO","2016"," 2","Violet",0,"FALSE","4/1/11","252.428571","FALSE","2005-02-14","10.954856","A","4/22/10","Cycling","9/17/14","Lactating","N","2016-07-01",21.5714285714286
